place,Jurisdiction,Name,Value,year,Jurisdiction 2
12815,Centennial,Occupied Housing,38423.0,2014,Centennial
12910,Central City,Occupied Housing,380.0,2014,Central City
13845,Cherry Hills Village,Occupied Housing,2085.0,2014,Cherry Hills Village
16385,Columbine Valley,Occupied Housing,494.0,2014,Columbine Valley
16495,Commerce City,Occupied Housing,14581.0,2014,Commerce City
19080,Dacono,Occupied Housing,1617.0,2014,Dacono
19630,Deer Trail,Occupied Housing,178.0,2014,Deer Trail
23135,Edgewater,Occupied Housing,2359.0,2014,Edgewater
23740,Elizabeth,Occupied Housing,427.0,2014,Elizabeth
24620,Empire,Occupied Housing,152.0,2014,Empire
24785,Englewood,Occupied Housing,14231.0,2014,Englewood
24950,Erie,Occupied Housing,6489.0,2014,Erie
26270,Federal Heights,Occupied Housing,4329.0,2014,Federal Heights
26600,Firestone,Occupied Housing,3389.0,2014,Firestone
27700,Fort Lupton,Occupied Housing,2601.0,2014,Fort Lupton
28105,Foxfield,Occupied Housing,270.0,2014,Foxfield
28360,Frederick,Occupied Housing,3228.0,2014,Frederick
29735,Georgetown,Occupied Housing,466.0,2014,Georgetown
30340,Glendale,Occupied Housing,2501.0,2014,Glendale
30835,Golden,Occupied Housing,7581.0,2014,Golden
33035,Greenwood Village,Occupied Housing,6000.0,2014,Greenwood Village
37820,Hudson,Occupied Housing,904.0,2014,Hudson
38370,Idaho Springs,Occupied Housing,883.0,2014,Idaho Springs
39195,Jamestown,Occupied Housing,107.0,2014,Jamestown
40185,Keenesburg,Occupied Housing,483.0,2014,Keenesburg
40790,Kiowa,Occupied Housing,318.0,2014,Kiowa
41835,Lafayette,Occupied Housing,10482.0,2014,Lafayette
42495,Lakeside,Occupied Housing,3.0,2014,Lakeside
43000,Lakewood,Occupied Housing,62283.0,2014,Lakewood
43550,Larkspur,Occupied Housing,100.0,2014,Larkspur
45255,Littleton,Occupied Housing,19031.0,2014,Littleton
45955,Lone Tree,Occupied Housing,4752.0,2014,Lone Tree
45970,Longmont,Occupied Housing,33859.0,2014,Longmont
46355,Louisville,Occupied Housing,7870.0,2014,Louisville
47070,Lyons,Occupied Housing,870.0,2014,Lyons
49600,Mead,Occupied Housing,1347.0,2014,Mead
52075,Morrison,Occupied Housing,130.0,2014,Morrison
52350,Mountain View,Occupied Housing,277.0,2014,Mountain View
53175,Nederland,Occupied Housing,593.0,2014,Nederland
54330,Northglenn,Occupied Housing,13945.0,2014,Northglenn
57630,Parker,Occupied Housing,16282.0,2014,Parker
60160,Platteville,Occupied Housing,879.0,2014,Platteville
69645,Sheridan,Occupied Housing,2261.0,2014,Sheridan
70360,Silver Plume,Occupied Housing,110.0,2014,Silver Plume
75640,Superior,Occupied Housing,4410.0,2014,Superior
77290,Thornton,Occupied Housing,41632.0,2014,Thornton
82735,Ward,Occupied Housing,50.0,2014,Ward
83835,Westminster,Occupied Housing,41821.0,2014,Westminster
84440,Wheat Ridge,Occupied Housing,13895.0,2014,Wheat Ridge
8124,Weld County (DRCOG),Occupied Housing,21362.0,2014,Weld County (DRCOG)
8000,Region,Occupied Housing,1152691.0,2014,Region
3455,Arvada,Owner Occupied Housing,32169.0,2014,Arvada
4000,Aurora,Owner Occupied Housing,70677.0,2014,Aurora
6090,Bennett,Owner Occupied Housing,591.0,2014,Bennett
7025,Black Hawk,Owner Occupied Housing,14.0,2014,Black Hawk
7850,Boulder City,Owner Occupied Housing,20029.0,2014,Boulder City
8001,Adams County,Owner Occupied Housing,100071.0,2014,Adams County
8005,Arapahoe County,Owner Occupied Housing,142463.0,2014,Arapahoe County
8013,Boulder County,Owner Occupied Housing,76007.0,2014,Boulder County
8014,Broomfield City/County,Owner Occupied Housing,15760.0,2014,Broomfield City/County
8019,Clear Creek County,Owner Occupied Housing,3299.0,2014,Clear Creek County
8031,Denver City/County,Owner Occupied Housing,134843.0,2014,Denver City/County
8035,Douglas County,Owner Occupied Housing,85040.0,2014,Douglas County
8047,Gilpin County,Owner Occupied Housing,1827.0,2014,Gilpin County
8059,Jefferson County,Owner Occupied Housing,154706.0,2014,Jefferson County
8070,Bow Mar,Owner Occupied Housing,307.0,2014,Bow Mar
8123,Weld County,Owner Occupied Housing,64617.0,2014,Weld County
8675,Brighton,Owner Occupied Housing,7404.0,2014,Brighton
12387,Castle Pines,Owner Occupied Housing,3058.0,2014,Castle Pines
12415,Castle Rock,Owner Occupied Housing,13499.0,2014,Castle Rock
12815,Centennial,Owner Occupied Housing,31923.0,2014,Centennial
12910,Central City,Owner Occupied Housing,102.0,2014,Central City
13845,Cherry Hills Village,Owner Occupied Housing,2004.0,2014,Cherry Hills Village
16385,Columbine Valley,Owner Occupied Housing,478.0,2014,Columbine Valley
16495,Commerce City,Owner Occupied Housing,10482.0,2014,Commerce City
19080,Dacono,Owner Occupied Housing,1090.0,2014,Dacono
19630,Deer Trail,Owner Occupied Housing,123.0,2014,Deer Trail
23135,Edgewater,Owner Occupied Housing,812.0,2014,Edgewater
23740,Elizabeth,Owner Occupied Housing,282.0,2014,Elizabeth
24620,Empire,Owner Occupied Housing,98.0,2014,Empire
24785,Englewood,Owner Occupied Housing,6965.0,2014,Englewood
24950,Erie,Owner Occupied Housing,5572.0,2014,Erie
26270,Federal Heights,Owner Occupied Housing,2130.0,2014,Federal Heights
26600,Firestone,Owner Occupied Housing,2921.0,2014,Firestone
27700,Fort Lupton,Owner Occupied Housing,1660.0,2014,Fort Lupton
28105,Foxfield,Owner Occupied Housing,231.0,2014,Foxfield
28360,Frederick,Owner Occupied Housing,2963.0,2014,Frederick
29735,Georgetown,Owner Occupied Housing,311.0,2014,Georgetown
30340,Glendale,Owner Occupied Housing,135.0,2014,Glendale
30835,Golden,Owner Occupied Housing,4308.0,2014,Golden
33035,Greenwood Village,Owner Occupied Housing,4068.0,2014,Greenwood Village
37820,Hudson,Owner Occupied Housing,582.0,2014,Hudson
38370,Idaho Springs,Owner Occupied Housing,530.0,2014,Idaho Springs
39195,Jamestown,Owner Occupied Housing,69.0,2014,Jamestown
40185,Keenesburg,Owner Occupied Housing,298.0,2014,Keenesburg
40790,Kiowa,Owner Occupied Housing,266.0,2014,Kiowa
41835,Lafayette,Owner Occupied Housing,7566.0,2014,Lafayette
42495,Lakeside,Owner Occupied Housing,0.0,2014,Lakeside
43000,Lakewood,Owner Occupied Housing,36067.0,2014,Lakewood
43550,Larkspur,Owner Occupied Housing,79.0,2014,Larkspur
45255,Littleton,Owner Occupied Housing,11631.0,2014,Littleton
45955,Lone Tree,Owner Occupied Housing,2828.0,2014,Lone Tree
45970,Longmont,Owner Occupied Housing,20969.0,2014,Longmont
46355,Louisville,Owner Occupied Housing,5757.0,2014,Louisville
47070,Lyons,Owner Occupied Housing,634.0,2014,Lyons
49600,Mead,Owner Occupied Housing,1265.0,2014,Mead
52075,Morrison,Owner Occupied Housing,97.0,2014,Morrison
52350,Mountain View,Owner Occupied Housing,155.0,2014,Mountain View
53175,Nederland,Owner Occupied Housing,338.0,2014,Nederland
54330,Northglenn,Owner Occupied Housing,8247.0,2014,Northglenn
57630,Parker,Owner Occupied Housing,12968.0,2014,Parker
60160,Platteville,Owner Occupied Housing,613.0,2014,Platteville
69645,Sheridan,Owner Occupied Housing,1193.0,2014,Sheridan
70360,Silver Plume,Owner Occupied Housing,71.0,2014,Silver Plume
75640,Superior,Owner Occupied Housing,3008.0,2014,Superior
77290,Thornton,Owner Occupied Housing,28736.0,2014,Thornton
82735,Ward,Owner Occupied Housing,46.0,2014,Ward
83835,Westminster,Owner Occupied Housing,26572.0,2014,Westminster
84440,Wheat Ridge,Owner Occupied Housing,7485.0,2014,Wheat Ridge
8124,Weld County (DRCOG),Owner Occupied Housing,17785.0,2014,Weld County (DRCOG)
8000,Region,Owner Occupied Housing,731801.0,2014,Region
3455,Arvada,Renter Occupied Housing,11610.0,2014,Arvada
4000,Aurora,Renter Occupied Housing,52667.0,2014,Aurora
6090,Bennett,Renter Occupied Housing,164.0,2014,Bennett
7025,Black Hawk,Renter Occupied Housing,41.0,2014,Black Hawk
7850,Boulder City,Renter Occupied Housing,21658.0,2014,Boulder City
8001,Adams County,Renter Occupied Housing,54976.0,2014,Adams County
8005,Arapahoe County,Renter Occupied Housing,85804.0,2014,Arapahoe County
8013,Boulder County,Renter Occupied Housing,45519.0,2014,Boulder County
8014,Broomfield City/County,Renter Occupied Housing,6891.0,2014,Broomfield City/County
8019,Clear Creek County,Renter Occupied Housing,804.0,2014,Clear Creek County
8031,Denver City/County,Renter Occupied Housing,136211.0,2014,Denver City/County
8035,Douglas County,Renter Occupied Housing,20364.0,2014,Douglas County
8047,Gilpin County,Renter Occupied Housing,636.0,2014,Gilpin County
8059,Jefferson County,Renter Occupied Housing,66108.0,2014,Jefferson County
8070,Bow Mar,Renter Occupied Housing,36.0,2014,Bow Mar
8123,Weld County,Renter Occupied Housing,27752.0,2014,Weld County
8675,Brighton,Renter Occupied Housing,3491.0,2014,Brighton
12387,Castle Pines,Renter Occupied Housing,613.0,2014,Castle Pines
12415,Castle Rock,Renter Occupied Housing,4268.0,2014,Castle Rock
12815,Centennial,Renter Occupied Housing,6500.0,2014,Centennial
12910,Central City,Renter Occupied Housing,278.0,2014,Central City
13845,Cherry Hills Village,Renter Occupied Housing,81.0,2014,Cherry Hills Village
16385,Columbine Valley,Renter Occupied Housing,16.0,2014,Columbine Valley
16495,Commerce City,Renter Occupied Housing,4099.0,2014,Commerce City
19080,Dacono,Renter Occupied Housing,527.0,2014,Dacono
19630,Deer Trail,Renter Occupied Housing,55.0,2014,Deer Trail
23135,Edgewater,Renter Occupied Housing,1547.0,2014,Edgewater
23740,Elizabeth,Renter Occupied Housing,145.0,2014,Elizabeth
24620,Empire,Renter Occupied Housing,54.0,2014,Empire
24785,Englewood,Renter Occupied Housing,7266.0,2014,Englewood
24950,Erie,Renter Occupied Housing,917.0,2014,Erie
26270,Federal Heights,Renter Occupied Housing,2199.0,2014,Federal Heights
26600,Firestone,Renter Occupied Housing,468.0,2014,Firestone
27700,Fort Lupton,Renter Occupied Housing,941.0,2014,Fort Lupton
28105,Foxfield,Renter Occupied Housing,39.0,2014,Foxfield
28360,Frederick,Renter Occupied Housing,265.0,2014,Frederick
29735,Georgetown,Renter Occupied Housing,155.0,2014,Georgetown
30340,Glendale,Renter Occupied Housing,2366.0,2014,Glendale
30835,Golden,Renter Occupied Housing,3273.0,2014,Golden
33035,Greenwood Village,Renter Occupied Housing,1932.0,2014,Greenwood Village
37820,Hudson,Renter Occupied Housing,322.0,2014,Hudson
38370,Idaho Springs,Renter Occupied Housing,353.0,2014,Idaho Springs
39195,Jamestown,Renter Occupied Housing,38.0,2014,Jamestown
40185,Keenesburg,Renter Occupied Housing,185.0,2014,Keenesburg
40790,Kiowa,Renter Occupied Housing,52.0,2014,Kiowa
41835,Lafayette,Renter Occupied Housing,2916.0,2014,Lafayette
42495,Lakeside,Renter Occupied Housing,3.0,2014,Lakeside
43000,Lakewood,Renter Occupied Housing,26216.0,2014,Lakewood
43550,Larkspur,Renter Occupied Housing,21.0,2014,Larkspur
45255,Littleton,Renter Occupied Housing,7400.0,2014,Littleton
45955,Lone Tree,Renter Occupied Housing,1924.0,2014,Lone Tree
45970,Longmont,Renter Occupied Housing,12890.0,2014,Longmont
46355,Louisville,Renter Occupied Housing,2113.0,2014,Louisville
47070,Lyons,Renter Occupied Housing,236.0,2014,Lyons
49600,Mead,Renter Occupied Housing,82.0,2014,Mead
52075,Morrison,Renter Occupied Housing,33.0,2014,Morrison
52350,Mountain View,Renter Occupied Housing,122.0,2014,Mountain View
53175,Nederland,Renter Occupied Housing,255.0,2014,Nederland
54330,Northglenn,Renter Occupied Housing,5698.0,2014,Northglenn
57630,Parker,Renter Occupied Housing,3314.0,2014,Parker
60160,Platteville,Renter Occupied Housing,266.0,2014,Platteville
69645,Sheridan,Renter Occupied Housing,1068.0,2014,Sheridan
70360,Silver Plume,Renter Occupied Housing,39.0,2014,Silver Plume
75640,Superior,Renter Occupied Housing,1402.0,2014,Superior
77290,Thornton,Renter Occupied Housing,12896.0,2014,Thornton
82735,Ward,Renter Occupied Housing,4.0,2014,Ward
83835,Westminster,Renter Occupied Housing,15249.0,2014,Westminster
84440,Wheat Ridge,Renter Occupied Housing,6410.0,2014,Wheat Ridge
8124,Weld County (DRCOG),Renter Occupied Housing,3577.0,2014,Weld County (DRCOG)
8000,Region,Renter Occupied Housing,420890.0,2014,Region
3455,Arvada,Multifamily Housing,9867.0,2014,Arvada
4000,Aurora,Multifamily Housing,48710.0,2014,Aurora
6090,Bennett,Multifamily Housing,31.0,2014,Bennett
7025,Black Hawk,Multifamily Housing,0.0,2014,Black Hawk
7850,Boulder City,Multifamily Housing,20797.0,2014,Boulder City
8001,Adams County,Multifamily Housing,39145.0,2014,Adams County
8005,Arapahoe County,Multifamily Housing,80943.0,2014,Arapahoe County
8013,Boulder County,Multifamily Housing,37725.0,2014,Boulder County
8014,Broomfield City/County,Multifamily Housing,5776.0,2014,Broomfield City/County
8019,Clear Creek County,Multifamily Housing,636.0,2014,Clear Creek County
8031,Denver City/County,Multifamily Housing,133573.0,2014,Denver City/County
8035,Douglas County,Multifamily Housing,17510.0,2014,Douglas County
8047,Gilpin County,Multifamily Housing,386.0,2014,Gilpin County
8059,Jefferson County,Multifamily Housing,59017.0,2014,Jefferson County
8070,Bow Mar,Multifamily Housing,0.0,2014,Bow Mar
8123,Weld County,Multifamily Housing,15596.0,2014,Weld County
8675,Brighton,Multifamily Housing,1808.0,2014,Brighton
12387,Castle Pines,Multifamily Housing,504.0,2014,Castle Pines
12415,Castle Rock,Multifamily Housing,3541.0,2014,Castle Rock
12815,Centennial,Multifamily Housing,4810.0,2014,Centennial
12910,Central City,Multifamily Housing,264.0,2014,Central City
13845,Cherry Hills Village,Multifamily Housing,0.0,2014,Cherry Hills Village
16385,Columbine Valley,Multifamily Housing,0.0,2014,Columbine Valley
16495,Commerce City,Multifamily Housing,2280.0,2014,Commerce City
19080,Dacono,Multifamily Housing,70.0,2014,Dacono
19630,Deer Trail,Multifamily Housing,18.0,2014,Deer Trail
23135,Edgewater,Multifamily Housing,1127.0,2014,Edgewater
23740,Elizabeth,Multifamily Housing,53.0,2014,Elizabeth
24620,Empire,Multifamily Housing,13.0,2014,Empire
24785,Englewood,Multifamily Housing,5869.0,2014,Englewood
24950,Erie,Multifamily Housing,374.0,2014,Erie
26270,Federal Heights,Multifamily Housing,1747.0,2014,Federal Heights
26600,Firestone,Multifamily Housing,69.0,2014,Firestone
27700,Fort Lupton,Multifamily Housing,456.0,2014,Fort Lupton
28105,Foxfield,Multifamily Housing,0.0,2014,Foxfield
28360,Frederick,Multifamily Housing,121.0,2014,Frederick
29735,Georgetown,Multifamily Housing,241.0,2014,Georgetown
30340,Glendale,Multifamily Housing,2567.0,2014,Glendale
30835,Golden,Multifamily Housing,3043.0,2014,Golden
33035,Greenwood Village,Multifamily Housing,2204.0,2014,Greenwood Village
37820,Hudson,Multifamily Housing,74.0,2014,Hudson
38370,Idaho Springs,Multifamily Housing,272.0,2014,Idaho Springs
39195,Jamestown,Multifamily Housing,15.0,2014,Jamestown
40185,Keenesburg,Multifamily Housing,90.0,2014,Keenesburg
40790,Kiowa,Multifamily Housing,32.0,2014,Kiowa
41835,Lafayette,Multifamily Housing,1958.0,2014,Lafayette
42495,Lakeside,Multifamily Housing,0.0,2014,Lakeside
43000,Lakewood,Multifamily Housing,26441.0,2014,Lakewood
43550,Larkspur,Multifamily Housing,8.0,2014,Larkspur
45255,Littleton,Multifamily Housing,7554.0,2014,Littleton
45955,Lone Tree,Multifamily Housing,1790.0,2014,Lone Tree
45970,Longmont,Multifamily Housing,9985.0,2014,Longmont
46355,Louisville,Multifamily Housing,1363.0,2014,Louisville
47070,Lyons,Multifamily Housing,73.0,2014,Lyons
49600,Mead,Multifamily Housing,48.0,2014,Mead
52075,Morrison,Multifamily Housing,11.0,2014,Morrison
52350,Mountain View,Multifamily Housing,59.0,2014,Mountain View
53175,Nederland,Multifamily Housing,76.0,2014,Nederland
54330,Northglenn,Multifamily Housing,4566.0,2014,Northglenn
57630,Parker,Multifamily Housing,3016.0,2014,Parker
60160,Platteville,Multifamily Housing,73.0,2014,Platteville
69645,Sheridan,Multifamily Housing,790.0,2014,Sheridan
70360,Silver Plume,Multifamily Housing,23.0,2014,Silver Plume
75640,Superior,Multifamily Housing,1259.0,2014,Superior
77290,Thornton,Multifamily Housing,9956.0,2014,Thornton
82735,Ward,Multifamily Housing,6.0,2014,Ward
83835,Westminster,Multifamily Housing,13250.0,2014,Westminster
84440,Wheat Ridge,Multifamily Housing,5002.0,2014,Wheat Ridge
8124,Weld County (DRCOG),Multifamily Housing,997.0,2014,Weld County (DRCOG)
8000,Region,Multifamily Housing,375708.0,2014,Region
3455,Arvada,Median Monthly Renter Costs,1020.0,2014,Arvada
4000,Aurora,Median Monthly Renter Costs,983.0,2014,Aurora
6090,Bennett,Median Monthly Renter Costs,947.0,2014,Bennett
7025,Black Hawk,Median Monthly Renter Costs,1031.0,2014,Black Hawk
7850,Boulder City,Median Monthly Renter Costs,1203.0,2014,Boulder City
8001,Adams County,Median Monthly Renter Costs,1003.0,2014,Adams County
8005,Arapahoe County,Median Monthly Renter Costs,1029.0,2014,Arapahoe County
8013,Boulder County,Median Monthly Renter Costs,1149.0,2014,Boulder County
